松亭副食店,,广东省中山市怡和街与怡和街一巷交叉口正南方向157米,中山市,113.251786,22.718563
扬仔冷冻食品批发零售,13929983646,广东省中山市东凤镇同安村新市南街一巷1号首层之二,中山市,113.252933,22.723807
吴鑫副食店,,广东省中山市爱民街万科·金色家园-一期东北侧约270米,中山市,113.259484,22.705294
小胡副食批发,18938784600,广东省中山市永胜街121号,中山市,113.265209,22.720757
爱明副食店,,广东省中山市南头镇南和西路79号,中山市,113.275081,22.719235
燕珠副食批发部,,广东省中山市民乐村感恩路38号,中山市,113.268925,22.709567
国强副食,,广东省中山市清沥路同安大坳市场东北侧约50米,中山市,113.25822,22.729502
碧良副食(南头店),,广东省中山市正兴路6号,中山市,113.275225,22.72691
永兴副食批发部,0760-23577784,广东省中山市德兴中街11号,中山市,113.263002,22.708802
华益冷冻食品批发零售(民乐新市场店),13242249775,广东省中山市东凤镇民乐村民乐市场,中山市,113.263123,22.70849
文记粮油副食干货经销部,0760-22442468;15913478668,广东省中山市民乐社区东阜二路188号民乐市场首层134铺,中山市,113.263051,22.708338
和兴副食店,0760-22611675;13528661802,广东省中山市东凤镇民乐市场东门,中山市,113.263572,22.708201
海洲粤信副食品购销部,0760-89853196;15362984902,广东省中山市古镇海洲教昌黄泥塘旧市场,中山市,113.174504,22.667376
洪兄粮油铺,13068173025,广东省中山市兴红路与红庙路交叉口西北140米,中山市,113.181885,22.665843
百乐副食批发,0760-89859868,广东省中山市兴红二路20号,中山市,113.183747,22.663843
老九副食批发部,0760-86987085;0760-86997085;15323921079,广东省中山市兴红三路荣意楼东南侧约60米,中山市,113.183176,22.664226
吴记副食(海兴路店),13549911324,广东省中山市古镇镇古镇海洲旧市场,中山市,113.172407,22.666109
盛发粮油店,13650634668,广东省中山市兴红路A56号,中山市,113.181578,22.666037
华发百货副食店,,广东省中山市教昌村创兴路与富明路交叉口东南100米,中山市,113.170641,22.668186
小蔡粮油店,,广东省中山市雷山路与北海围大街交叉口西南40米,中山市,113.175364,22.670679
燕子粮油铺,18676112617,广东省中山市兴红三路与迎宾路交叉口西北60米,中山市,113.182763,22.664088
仁和粮油,13527170352,广东省中山市教昌大道与迎丰路交叉口东北方向140米,中山市,113.173216,22.667006
九六粮油(兴红路店),15099893729,广东省中山市兴红路100号(海洲医院正对面),中山市,113.178608,22.666666
正宗川府副食,,广东省中山市商业街中心路与迎丰路交叉口西南40米,中山市,113.173382,22.666729
新兴粮油百货商店(显龙市场店),,广东省中山市海洲村海兴路南一路19号,中山市,113.182459,22.673936
盛基粮油店,,广东省中山市西苑路与西苑路一街交叉口西北方向32米,中山市,113.208729,22.679945
旺旺副食店,,广东省中山市西区太乐路19号宝莉兰国际照明楼,中山市,113.207098,22.675522
陆镇粮油店(西苑路二街店),13590978026,广东省中山市西苑路二街33号卡10室,中山市,113.207528,22.679226
日强粮油坊,0760-22119825,广东省中山市西苑路二街33号卡2室,中山市,113.207886,22.679068
发仔记粮油店,13425583992,广东省中山市西苑一街18号西区,中山市,113.207822,22.680248
合意副食店,,广东省中山市小榄镇西区路122号,中山市,113.207641,22.680701
创华副食批发部,0760-22100466,广东省中山市中山市路75号附近(西区市场东北200米),中山市,113.210687,22.680154
蚝杰冷冻批发零售(小榄西区市场店),,广东省中山市西苑路一街西区市场,中山市,113.207446,22.679714
新丰粮油店,15016114962,广东省中山市西区街道西区西苑路一街西区市场,中山市,113.208548,22.679995
永隆粮油,13392929118,广东省中山市西苑路2号(近大河托儿所),中山市,113.209117,22.679856
海洲汇海批发市场,13902824418,广东省中山市海州社区海兴路64号汇海城酒楼F1层,中山市,113.182062,22.66133
祥乐粮油店,13169833500,广东省中山市荷塘镇霞村工业区东堤三路26号,中山市,113.167145,22.656001
广富副食店,,广东省中山市海兴路100号,中山市,113.178851,22.659844
广西欣妮粮油(汇海城酒楼店),15016159680,广东省中山市海州社区海兴路64号汇海城酒楼F1层,中山市,113.182361,22.660985
峰朗粮油店,,广东省中山市市边大道与海兴路交叉口西北120米,中山市,113.180839,22.662235
李记食材店,18200657166,广东省中山市古镇镇海州社区海兴路64号汇海城酒楼F1,中山市,113.182483,22.661398
家家乐副食店(海州汇海城菜市场店),13030222967,广东省中山市古镇镇海州汇海城菜市场304档口,中山市,113.182438,22.661537
镇邦粮油批发部,13246004081,广东省中山市海兴路海洲市场39号,中山市,113.182391,22.662418
鹏记副食(海洲市场店),0760-22311643,广东省中山市海兴路海洲市场,中山市,113.182296,22.662551
祥兴副食(海洲市场店),18688111200,广东省中山市海兴路海洲市场44号铺,中山市,113.18265,22.662391
广信粮油店(海洲市场店),13411611238,广东省中山市古镇镇古镇海州新市场壹号铺,中山市,113.183103,22.662597
文青粮油店(海洲市场店),15362981403,广东省中山市古镇海洲市场3卡,中山市,113.183109,22.66261
永生粮油店(海洲市场店),13411611238,广东省中山市海洲市场南门旁,中山市,113.18299,22.662701
日辉副食(海洲市场店),13326914341,广东省中山市古镇镇海兴路52号海洲市场,中山市,113.182539,22.662954
林记副食(海洲市场店),13172203136,广东省中山市古镇镇海兴路52号海洲市场,中山市,113.18258,22.662976
九六粮油(古镇顺成店),13925388315,广东省中山市古镇镇古二顺成工业区东方东路A38号,中山市,113.186361,22.630562
农贸批发市场,,广东省中山市东方东路与顺兴路交叉口东南方向64米,中山市,113.186681,22.630517
启龙粮油商行,,广东省中山市古镇镇顺康大道顺诚农贸批发市场H060卡,中山市,113.186753,22.630322
小榄盛津冷冻批发商行,0760-89822163;13535768674,广东省中山市海威路16号,中山市,113.216438,22.633844
国创副食店,,广东省中山市三塘街37号,中山市,113.215191,22.659437
兆元副食,,广东省中山市古镇镇群贤大街南路27号,中山市,113.197579,22.628712
渝广诚万家粮油干货店,13823995411,广东省中山市东方东路与顺康大道交叉口西南方向100米,中山市,113.187415,22.630611
蜀话说火锅烧烤食材超市(中山古镇店),13420057775,广东省中山市古镇镇曹二东厢路67号,中山市,113.199899,22.632446
德成副食商行,,广东省中山市古镇曹一环村中路23号首层,中山市,113.198049,22.632395
蓝福副食商店,,广东省中山市广福路18号,中山市,113.211077,22.656888
沈氏副食,,广东省中山市瑞福路与瑞康路交叉口正西方向28米,中山市,113.207534,22.65813
世连副食商店,,广东省中山市小榄镇永宁螺沙村广福路7号,中山市,113.212024,22.656603
德兴粮油店,13925313519,广东省中山市东平路曹二学校(文化路)西侧约120米,中山市,113.201375,22.632609
坚逢饮料批发,0760-22256417;15889889836,广东省中山市小榄镇永宁螺沙市场元福路47号,中山市,113.210393,22.660448
永进粮油(螺沙市场店),0760-22262501;13346499011,广东省中山市螺沙市场(祥忠街南),中山市,113.211657,22.659862
廉胜副食商店,0760-22252008;13726076181,广东省中山市祥忠街螺沙市场25号,中山市,113.211645,22.659944
何源粮油(螺沙市场店),15918203708,广东省中山市祥忠街永宁螺沙市场21号,中山市,113.211587,22.660064
金隆副食商行,0760-22107997;13425450555,广东省中山市顺祥路33号北区,中山市,113.224795,22.695824
华贵粮油店,15913426980,广东省中山市顺祥路与接龙二路交叉口东60米,中山市,113.223201,22.695801
洪镇副食店,13211124090,广东省中山市福兴市场A2号,中山市,113.223465,22.695968
彩姑粮油店,,广东省中山市春晖巷与吉祥街交叉口东北20米,中山市,113.233778,22.685886
中山市东凤镇南安路蒨葆粮油店,13794175780,广东省中山市东凤镇南安路34号,中山市,113.245156,22.689162
宝源(毓敏)批发部,,广东省中山市宝源路81号,中山市,113.22342,22.681594
肖文副食店,,广东省中山市小榄镇大华直街25号,中山市,113.226059,22.666317
万刚副食商行,13531892191,广东省中山市竹源公路200号,中山市,113.223256,22.67655
广利粮油海味批发,13531833852,广东省中山市相公大街小榄镇制药厂幼儿园南侧约140米,中山市,113.230483,22.672346
源林粮油,0760-22258520,广东省中山市小榄镇红山路深巷4-6号,中山市,113.230735,22.676416
竹丰副食店,15338269086,广东省中山市竹桥直街66号e幢,中山市,113.230424,22.680359
永益副食店,,广东省中山市新市路,中山市,113.231044,22.672211
坤彬副食店,13420290202,广东省中山市永宁市场西就市场对面,中山市,113.221458,22.672589
赛德副食百货,,广东省中山市竹源竹桥直街29号,中山市,113.230069,22.6792
踏实副食店,,广东省中山市潮源路13号一楼,中山市,113.224034,22.677985
冷冻饮品批发另售,,广东省中山市洪基巷与东宁路交叉口西北60米,中山市,113.225892,22.66449
溢湘源副食,15089929229,广东省中山市小榄镇竹桥直街36号,中山市,113.230506,22.678667
合力副食商行,,广东省中山市宝龙路85号,中山市,113.223452,22.677629
诚信干货粮油店,13590793427,广东省中山市小榄竹源十三村安乐市场,中山市,113.217445,22.674637
富足粮油杂货批发部,18823097112,广东省中山市小榄镇宝源路70号竹源榄悦轩新街市E08铺,中山市,113.219706,22.678309
第一搜源头食材,0760-22122828,广东省中山市一升平西路49号三期011卡,中山市,113.242578,22.665599
小榄海味干杂货综合批发市场,0760-22282707,广东省中山市小榄镇下基路9号,中山市,113.236794,22.664954
启明副食品,13822795523,广东省中山市圆榄大街祥辉轩西北侧约90米,中山市,113.238864,22.678552
英丽粮油店,0760-22252917,广东省中山市下基福源里2号,中山市,113.236434,22.664549
楠信副食店,,广东省中山市飞龙河边大街150号东区整栋,中山市,113.238361,22.665
明波粮油批发部,,广东省中山市蓝田大街35号之二,中山市,113.231738,22.670427
景江副食店,13715573136,广东省中山市小榄镇圆峰路6号,中山市,113.240413,22.680529
小榄供销社副食部,0760-22122207,广东省中山市下基路与南堤路交叉口西北20米,中山市,113.237629,22.665279
大芳副食商店,,广东省中山市文化路74号,中山市,113.234999,22.675094
日美副食商店,0760-22260998;13802654337,广东省中山市小榄镇东堤路102号,中山市,113.238489,22.666422
银旺井副食店,0760-22188213,广东省中山市文盛三街小榄镇第一中学东侧,中山市,113.244723,22.667763
大洋粮油,,广东省中山市长堤路祥辉轩,中山市,113.239695,22.677255
华萍海味干货批发,,广东省中山市南堤路与升平西路交叉口西南60米,中山市,113.237304,22.664569
方园堂养生食材,,广东省中山市新永路与拱桥路交叉口西南80米,中山市,113.231792,22.665826
粮油米酒(祥辉轩店),0760-22276238,广东省中山市长堤路86号祥辉轩F1层,中山市,113.240337,22.67744
泰源副食商店,0760-22127610;18607602012,广东省中山市小榄镇莲塘大街31号,中山市,113.23392,22.673535
伟成副食,,广东省中山市首龙大街北苑新村西南侧约70米,中山市,113.233617,22.681069
筷一捕副食品商店,0760-22269493,广东省中山市渔洲后街康乐楼南侧约120米,中山市,113.238247,22.677605
中山市良叔食品批发部,0760-22113081,广东省中山市沙口市场长堤路一号,中山市,113.24553,22.680683
亿源粮油店(东庙店),15507637293,广东省中山市东庙市场南安街32号之2CJWY-E146,中山市,113.237752,22.675308
兴华副食粮油店,0760-89993896,广东省中山市兴华中路二街13号,中山市,113.255448,22.692873
新兴粮油加工店,13824788448,广东省中山市东海二路东海2路4号,中山市,113.257744,22.694067
荣兴副食粮油,,广东省中山市金怡南路三巷与金怡路三巷交叉口西南40米,中山市,113.248112,22.689236
文进副食行,0760-22623438,广东省中山市伯公村永辉街31号,中山市,113.257371,22.698326
添诚副食批发,0760-22623533;18022075038,广东省中山市泗河路东54号,中山市,113.254793,22.693778
有米哥粮油连锁(兴华店),,广东省中山市兴华中路三街33号,中山市,113.255235,22.693823
法记菜档批发零售,15019511068,广东省中山市兴华中路二街菜丁兴华市场西南侧,中山市,113.25506,22.69246
琴亮粮油副食批发,13640429121,广东省中山市中山市兴华市场北,中山市,113.256087,22.693005
慧雯副食店,,广东省中山市建业路与仁安街交叉口正西方向15米,中山市,113.253751,22.687843
雄超盛副食店,,广东省中山市建业路22号,中山市,113.254802,22.688525
创记副食店(领丰汇店),13702370236,广东省中山市兴华中路三街6号,中山市,113.25657,22.692256
东凤河粉批发店,13590872389,广东省中山市仁和路东与兴华中路二街交叉口西20米,中山市,113.255039,22.692461
弓山商贸东凤公平粮油批发部,18816876011,广东省中山市东凤镇小沥社区建业路31号,中山市,113.25674,22.690416
周记副食批发部,13822751959,广东省中山市东海二路西二街菜丁兴华市场东北侧约60米,中山市,113.256238,22.693343
茂辉副食百货,15019901213;18928152913,广东省中山市丰裕路78号20卡,中山市,113.253119,22.696447
达鸿百货副食品,,广东省中山市兴华中路三街菜丁兴华市场东侧约40米,中山市,113.256378,22.692567
辉哥蔬菜配送,13590980478,广东省中山市仁和路东与兴华中路三街交叉口东20米,中山市,113.256186,22.692848
五弟副食店,13702508904,广东省中山市东凤镇兴华中路124号(江凤路东),中山市,113.25996,22.693472
林成冷冻食品批发部,13544044588,广东省中山市泗和路南与连和路交叉口西20米,中山市,113.257198,22.690602
企佣生鲜农产品批发配送,,广东省中山市东富路一街与东富路交叉口西40米,中山市,113.260946,22.690306
锦记副食店,0760-23603785;13715592913,广东省中山市仁和路东四号,中山市,113.256312,22.692937
峻峰粮油副食批发商行,13824704848,广东省中山市兴华中路三街29号,中山市,113.255386,22.693858
广丰粮油副食购销部,18928120786;0760-22628486;0760-22632681,广东省中山市中山市场3街8号,中山市,113.25645,22.692473
广西宏源粮油购销部,13652231308,广东省中山市海富路,中山市,113.255648,22.688655
明丰粮油副食购销部,0760-22633681,广东省中山市东凤镇兴华市场,中山市,113.255058,22.692283
鑫艳副食粮油,13510461577,广东省中山市东凤镇兴华市场,中山市,113.255013,22.692663
深记副食汤料商店(菜丁兴华市场店),13680216176,广东省中山市东凤镇兴华市场后门,中山市,113.255277,22.693118
董州副食店,,广东省中山市金怡市场,中山市,113.247682,22.689762
四川粮油副食店(金怡路四巷店),13528222489,广东省中山市金怡市场西门4号,中山市,113.24758,22.69014
安记粮油副食店,13531828718,广东省中山市金怡路四巷金怡市场99卡,中山市,113.247402,22.690008
隆盛批发部,18933341456,广东省中山市小沥村江凤路9号,中山市,113.259666,22.695442
叶胜粮油,,广东省中山市小沥路21号,中山市,113.266521,22.689383
中盛副食百货,18928152913,广东省中山市东凤镇民乐社区民富街78号,中山市,113.26861,22.696124
源兴副食批发商行(东凤店),0760-22619945;13425554992,广东省中山市东凤镇东富路176号,中山市,113.266805,22.691911
信景副食,,广东省中山市小沥路东海幼儿园东北侧约130米,中山市,113.264843,22.688074
懂森副食店(小沥市场店),,广东省中山市东凤镇东海五路23号小沥市场,中山市,113.263038,22.684057
林兴粮油副食(小沥市场店),13249015288,广东省中山市三河三街与三河三街一巷交叉口西北50米,中山市,113.262859,22.683731
朋记副食商店,0760-22101255;15813158633,广东省中山市沙口新荔街1号,中山市,113.259704,22.669531
衡闻副食商店,,广东省中山市东生村泗涌路十巷,中山市,113.261933,22.664243
以禾粮油商行配送中心,,广东省中山市小榄镇德来路德来村德来南路40号德来市场对面,中山市,113.26404,22.667867
顺发副食店,,广东省中山市东海四路与益隆一街交叉口北100米,中山市,113.265957,22.678875
梁望副食商行(永利楼店),,广东省中山市东凤镇东成路168号永利楼,中山市,113.272115,22.679088
筱棋副食店,18007741602,广东省中山市东凤镇永益村地堂墩街46号之三,中山市,113.269752,22.668783
益丰副食百货,15815704118,广东省中山市益隆一街潘富华行政邨南侧约110米,中山市,113.266394,22.678413
少兰副食批发部,,广东省中山市永中路与永益路交叉口西北40米,中山市,113.275549,22.671712
豪之达粮油副食店,13610454510,广东省中山市永益路永益街市旁,中山市,113.271561,22.669206
从兴粮油,15907612890,广东省中山市永益路永益社区卫生服务站西侧约110米,中山市,113.271758,22.669338
和记粮油杂货店,,广东省中山市德来村德来市场,中山市,113.264556,22.668163
小榄镇婵娟副食商行(德来村店),0760-22119625;13416004028,广东省中山市德安路8号,中山市,113.263999,22.666799
永惠副食,0760-28121120;13715633848,广东省中山市市场东街文安托儿所东侧约30米,中山市,113.225773,22.662594
小鲜籽粮油,13420451641,广东省中山市市场东街与南垄街南一巷交叉口东40米,中山市,113.224867,22.662455
源林粮油购销部,0760-22272896,广东省中山市市场东街与东宁路交叉口西100米,中山市,113.225789,22.662908
晓连粮油副食批发,15361327677,广东省中山市永进路永宁新市场西门永进路12号,中山市,113.222708,22.660962
商明优选百货(粮油副食),,广东省中山市小榄镇永宁社区东宁路270号首层之一,中山市,113.226799,22.663182
菜丁·小榄农产品批发市场,0760-22112202,广东省中山市小榄镇祥丰北路19号商铺,中山市,113.238473,22.65747
文丰粮油行,,广东省中山市文田肉菜市场文东街17号,中山市,113.235829,22.662997
信华副食粮油商店,0760-22103523;13531856112,广东省中山市文田路49号,中山市,113.238231,22.660417
中山市小榄镇浩发副食购销部,0760-22269769,广东省中山市小榄镇永宁东安街43号,中山市,113.233121,22.660201
恒业副食店,0760-22252906,广东省中山市小榄镇永宁东宁路4号,中山市,113.234058,22.661337
闽粤副食商行,0760-22261719,广东省中山市东安街与东城横街交叉口东20米,中山市,113.233406,22.659915
特味惠餐饮食品贸易行(文田商住楼店),0760-22230806;13702616558,广东省中山市小榄镇文田路1至8号,中山市,113.236926,22.663193
宝联粮油(文田商住楼店),0760-22832533;18925309149,广东省中山市小榄镇文田路1号之十二商铺,中山市,113.236905,22.662895
川宏土特产副食批发,0760-22106466,广东省中山市文田路60号,中山市,113.238088,22.660158
佳互冷冻批发部(小榄分店),15815996889,广东省中山市小榄镇文田路36号,中山市,113.237258,22.6609
家富粮油,,广东省中山市文田路46号,中山市,113.237722,22.6606
伍记副食商行,,广东省中山市潮南路二街与东宁路交叉口东北60米,中山市,113.233652,22.661327
生记粮油购销店,0760-22113799;13692412343,广东省中山市文田路1号之九,中山市,113.236907,22.663052
两广粮油批发商行,,广东省中山市文田市场文田路44号,中山市,113.23757,22.660631
仁田副食商店,0760-22112843,广东省中山市文田路37号B铺,中山市,113.237746,22.660861
米邦粮油行,13726070588,广东省中山市文东街16号,中山市,113.235847,22.662967
中山市小榄镇彩屏副食商店,13232390333,广东省中山市小榄镇南堤路43号之一,中山市,113.236045,22.66353
财福粮油店,13680196261,广东省中山市文田路19号,中山市,113.236779,22.66183
赣新大米批发,13267645678,广东省中山市潮南路三街18号,中山市,113.233287,22.66154
照洪副食店,15800121884,广东省中山市祥丰北路建斌中等职业技术学校东南侧约30米,中山市,113.237822,22.658179
梁粮生鲜连锁超市(配送中心),,广东省中山市紫荆西路26号,中山市,113.236595,22.656446
华欣鲜肉分割配送仓,,广东省中山市文田路与西田大街交叉口正南方向72米,中山市,113.23791,22.66072
嘉宏冷冻食品批发部,13590714192,广东省中山市文田路78号,中山市,113.238688,22.659694
升记粮油副食购销部,13420265366;0760-22113799,广东省中山市祥丰北路建斌中等职业技术学校东南侧约40米,中山市,113.237804,22.658236
东区蔬果批发市场,13420319017,广东省中山市祥丰北路19号蔬菜C-40卡商铺,中山市,113.238622,22.65834
重庆粮油生面店,,广东省中山市祥丰北路19号菜丁-小榄农产品批发市场南3号门P45号,中山市,113.238137,22.657225
肥仔冷冻批发部,15913358018,广东省中山市祥丰北路星豪酒店(中山小榄店)西北侧约90米,中山市,113.238509,22.657483
生菓批发市场,,广东省中山市菊城大道中9号,中山市,113.239992,22.658932
柳叶副食商店,0760-22111749,广东省中山市塘大街67号,中山市,113.240459,22.662035
五常大米批发,13680113268,广东省中山市紫荆中路228号,中山市,113.239444,22.659705
小榄菊城农贸批发市场,0760-22181288,广东省中山市菊城大道中与跃龙南路交汇处,中山市,113.244173,22.660451
和弘副食店,13416018025,广东省中山市小榄镇东生西路72号首层卡一卡二,中山市,113.242109,22.655135
甘雪副食商店,,广东省中山市文田路与紫荆中路交叉口西50米,中山市,113.239253,22.659637
桂梧副食,0760-22110648;13422803422,广东省中山市紫荆中路与文田路交叉路口北侧(加勒比酒店西南侧约50米),中山市,113.239662,22.659946
祥隆粮油批发,0760-22266797;18925338876,广东省中山市文田路65号之二,中山市,113.239099,22.659622
川湘土特产世元副食,0760-22239463;13680282852,广东省中山市小榄镇紫荆中路220号,中山市,113.239776,22.660077
永家副食店,,广东省中山市小榄镇镇塘大街37号,中山市,113.241005,22.662952
农副产品批发,,广东省中山市菊城大道加勒比酒店东南侧约70米,中山市,113.242696,22.659837
小邓蔬菜批发配送(中山小榄店),18825612406,广东省中山市紫荆西路6号东北方向140米,中山市,113.239124,22.658848
向健副食百货店,,广东省中山市八洲路八洲楼东侧约140米,中山市,113.236326,22.648401
炯升副食商店,,广东省中山市九洲基一村永财市场财安横巷59号,中山市,113.236562,22.647544
烔升副食商店,,广东省中山市八洲路与财安街交叉口附近,中山市,113.236527,22.64755
小榄副食品批发市场,0760-22188882;0760-22231248;13226912337,广东省中山市小榄镇东生西路125号,中山市,113.240575,22.650442
天送副食购销部,0760-22182797,广东省中山市小榄副食品批发市场A2幢6号,中山市,113.240442,22.652189
香源餐饮配送中心,0760-22583798,广东省中山市东生西路85号第1幢101-105卡,中山市,113.241627,22.654073
中山粮都农副产品贸易商行(东区日用品批发中心店),0760-22188772,广东省中山市小榄东生西路85号2幢1-4号,中山市,113.241471,22.653897
顺东副食商行,0760-22263156;18938785750,广东省中山市小榄镇东生西路85号日用品批发市场20栋,中山市,113.240781,22.65281
松和副食商行(东区日用品批发中心店),0760-22131538,广东省中山市东生西路85号地铺19栋,中山市,113.241409,22.65265
亿潮副食商行,0760-22580006;18316755855,广东省中山市小榄镇副食批发市场A2幢8-9号,中山市,113.240459,22.652155
粮油批发(东区日用品批发中心店),,广东省中山市小榄镇东生西路85号东区日用品批发中心,中山市,113.240405,22.652774
鸿盛源食品商行(东区日用品批发中心店),,广东省中山市东生西路东区日用品批发中心,中山市,113.241509,22.652441
傻二哥小酒花生(东区日用品批发中心店),,广东省中山市东生西路东区日用品批发中心,中山市,113.2415,22.65357
中山市小榄镇婵娟副食商行,,广东省中山市庆安一路横街与庆丰八路交叉口正西方向23米,中山市,113.245398,22.645914
永盛副食商行(东区日用品批发中心店),13726091150,广东省中山市小榄东区日用品批发市场8幢801-803号,中山市,113.24144,22.65335
佰盛酒业(小榄副食品批发市场店),0760-22269249;15819993068,广东省中山市东生西路125号小榄副食批发市场D栋地铺,中山市,113.241141,22.650279
粤惠副食品批发部(小榄副食品批发市场店),0760-22231248;13226912337,广东省中山市小榄副食品批发市场C4幢39_40号,中山市,113.24087,22.65046
湘广源农副产品商行(小榄副食品批发市场店),0760-22552768;13380874278,广东省中山市小榄副食品批发市场c栋38号,中山市,113.24077,22.65008
湘静农副食品批发商行(小榄副食品批发市场店),0760-22838048;13326963749,广东省中山市庆丰一路小榄副食品批发市场,中山市,113.24069,22.65019
永隆针织贸易商行(小榄副食品批发市场店),0760-22583689;13068671905,广东省中山市副食品批发市场C2栋24号,中山市,113.24069,22.649859
佳华商行(小榄副食品批发市场店),0760-22255594;13380899665,广东省中山市小榄副食品批发市场B4幢47号,中山市,113.240795,22.65114
诚兴文具批发商城(小榄副食品批发市场店),0760-22580388,广东省中山市小榄副食品批发市场B栋48号,中山市,113.240696,22.650973
特香纯花生油(小榄副食品批发市场店),,广东省中山市裕洲路小榄副食品批发市场,中山市,113.240492,22.649968
厨香调味品批发商行(小榄副食品批发市场店),0760-22555945;0760-87859820;15019792686,广东省中山市小榄镇庆丰五路与裕洲路交叉口北200米,中山市,113.24048,22.64997
海润批发商行(小榄副食品批发市场店),15089919622,广东省中山市九洲基副食品批发市场C栋15卡,中山市,113.240588,22.649408
小榄副食品批发市场C1幢(小榄副食品批发市场店),0760-22138728;0760-22271687;13528210960,广东省中山市裕洲路小榄副食品批发市场,中山市,113.240572,22.649361
华顺干货批发行,0760-22122756,广东省中山市小榄副食品批发市场b3幢46号,中山市,113.240505,22.65072
信聚商行(小榄副食品批发市场店),13420242275,广东省中山市小榄副食品批发市场C幢12号,中山市,113.240491,22.649552
飞展劳保用品批发(小榄副食品批发市场店),0760-22288919;18680043337,广东省中山市裕洲路副食品市场c区c幢11号,中山市,113.240457,22.649597
深记批发部(小榄副食品批发市场店),0760-22583539;13112905633,广东省中山市小榄副食品批发市场6座10号,中山市,113.240419,22.649637
日日顺批发行(小榄副食品批发市场店),0760-22266466;18022169368,广东省中山市副食品批发市场c区c栋9号,中山市,113.240396,22.649701
川都副食店,0760-22258596;0760-22580358;13286341102,广东省中山市小榄副食品批发市场C2幢17号,中山市,113.24031,22.65022
名邦电器百货商行(小榄副食品批发市场店),0760-87865598;18576221091,广东省中山市小榄镇东生西路125号B3栋38号,中山市,113.24053,22.651207
壹诚干货副食品批发,0760-22133539,广东省中山市小榄副食品批发市场D幢1-2卡,中山市,113.2413,22.65208
冠丰日用百货商行(小榄副食品批发市场店),0760-85642323;15976066388,广东省中山市东生西路副食品批发市场b28号,中山市,113.240383,22.651025
腾飞纸业(小榄副食品批发市场店),0760-22259345,广东省中山市小榄副食品批发市场B2幢36,中山市,113.240234,22.650594
小榄副食品批发市场B3幢(小榄副食品批发市场店),,广东省中山市小榄镇东生西路125号小榄副食品批发市场,中山市,113.240483,22.651355
恒宇日用百货购销部(小榄副食品批发市场店),0760-22289762,广东省中山市东生西路副食批发市场b橦24号,中山市,113.240266,22.651152
泰兴酒业(小榄副食品批发市场店),,广东省中山市裕洲路小榄副食品批发市场B1幢18号,中山市,113.240014,22.650342
澳发针织百货商行(小榄副食品批发市场店),0760-22705368;0760-22836227,广东省中山市小榄副食品批发市场B2幢30-31卡,中山市,113.240069,22.650943
